movieId,links__imdbId,links__tmdbId,movies (1)__title,movies (1)__genres,ratings (1)__userId,ratings (1)__rating,ratings (1)__timestamp,tags (1)__userId,tags (1)__tag,tags (1)__timestamp
4036,189998,10873.0,Shadow of the Vampire (2000),Drama|Horror,22.0,4.5,1268727180.0,,,
4037,93223,26719.0,House of Games (1987),Crime|Film-Noir|Mystery|Thriller,135.0,3.0,1009691573.0,,,
4039,83564,15739.0,Annie (1982),Children|Musical,20.0,5.0,1054147453.0,,,
4040,101757,15413.0,Don't Tell Mom the Babysitter's Dead (1991),Comedy,21.0,2.5,1419794718.0,,,
4041,84434,2623.0,"Officer and a Gentleman, An (1982)",Drama|Romance,42.0,5.0,996258581.0,,,
4042,53580,11209.0,"Alamo, The (1960)",Action|Drama|War|Western,140.0,4.0,1021899101.0,,,
4043,90670,13715.0,At Close Range (1986),Crime|Drama,288.0,4.0,978647266.0,,,
4046,49233,43258.0,Friendly Persuasion (1956),Drama,474.0,4.0,1122323382.0,474.0,Quakers,1138032635.0
4047,107007,10655.0,Gettysburg (1993),Drama|War,28.0,3.5,1242031374.0,,,
4051,56600,,Horrors of Spider Island (Ein Toter Hing im Netz) (1960),Horror|Sci-Fi,448.0,0.5,1263237066.0,,,
4052,218817,9989.0,Antitrust (2001),Crime|Drama|Thriller,182.0,3.5,1055153739.0,,,
4053,238948,18828.0,Double Take (2001),Action|Comedy,367.0,3.0,997814246.0,,,
4054,206275,9816.0,Save the Last Dance (2001),Drama|Romance,20.0,2.5,1054037695.0,,,
4055,194218,20637.0,Panic (2000),Drama,160.0,5.0,1003333005.0,,,
4056,237572,5955.0,"Pledge, The (2001)",Crime|Drama|Mystery|Thriller,140.0,4.0,981483298.0,,,
4061,102388,17474.0,The Man in the Moon (1991),Drama|Romance,275.0,5.0,1049078967.0,,,
4062,95690,11191.0,Mystic Pizza (1988),Comedy|Drama|Romance,42.0,4.0,996258958.0,,,
4063,105165,2613.0,Prelude to a Kiss (1992),Comedy|Drama|Romance,113.0,4.0,980051499.0,,,
4064,69897,22021.0,Coffy (1973),Action|Crime|Thriller,387.0,3.5,1168073831.0,,,
4065,71517,22048.0,Foxy Brown (1974),Action|Crime|Drama,387.0,2.5,1177746615.0,,,
4066,95348,17006.0,I'm Gonna Git You Sucka (1988),Action|Comedy,135.0,4.0,1009691066.0,,,
4067,108451,26333.0,Untamed Heart (1993),Drama|Romance,42.0,2.0,996219248.0,,,
4068,186589,16723.0,Sugar & Spice (2001),Comedy,68.0,2.0,1275958225.0,,,
4069,209475,2018.0,"Wedding Planner, The (2001)",Comedy|Romance,68.0,4.0,1158535881.0,,,
4074,234805,10499.0,"Legend of Rita, The (Stille nach dem Schuß, Die) (1999)",Drama,4.0,3.0,986848665.0,,,
4077,216800,47943.0,"With a Friend Like Harry... (Harry, un ami qui vous veut du bien) (2000)",Drama|Thriller,410.0,5.0,990728072.0,474.0,psychopaths,1138039049.0
4078,92545,74340.0,Amazing Grace and Chuck (1987),Drama,367.0,4.0,997813382.0,,,
4079,92546,5709.0,Amazon Women on the Moon (1987),Comedy|Sci-Fi,66.0,4.5,1113190592.0,,,
4080,92605,11215.0,Baby Boom (1987),Comedy,474.0,3.5,1087832682.0,,,
4081,92608,26477.0,Back to the Beach (1987),Comedy,414.0,2.0,1073680625.0,,,
4082,92618,10937.0,Barfly (1987),Comedy|Drama|Romance,125.0,5.0,1474294877.0,,,
4083,92641,4639.0,Best Seller (1987),Thriller,113.0,4.0,980087736.0,,,
4084,92644,96.0,Beverly Hills Cop II (1987),Action|Comedy|Crime|Thriller,42.0,4.0,996215096.0,,,
4085,86960,90.0,Beverly Hills Cop (1984),Action|Comedy|Crime|Drama,21.0,3.5,1441826878.0,,,
4086,92654,11028.0,"Big Easy, The (1987)",Action|Crime|Mystery|Romance|Thriller,325.0,3.0,1039399558.0,,,
4089,92690,19324.0,Born in East L.A. (1987),Comedy,414.0,2.0,991145275.0,,,
4090,92695,19933.0,"Brave Little Toaster, The (1987)",Animation|Children,20.0,3.5,1054038271.0,,,
4091,92718,12919.0,Can't Buy Me Love (1987),Comedy|Romance,285.0,3.0,1482942247.0,,,
4092,92746,15785.0,Cherry 2000 (1987),Romance|Sci-Fi,91.0,2.5,1112717405.0,,,
4093,92783,31701.0,Cop (1988),Thriller,419.0,1.5,1321647670.0,,,
4102,92948,17159.0,Eddie Murphy Raw (1987),Comedy|Documentary,42.0,5.0,996258715.0,,,
4103,92965,10110.0,Empire of the Sun (1987),Action|Adventure|Drama|War,74.0,4.0,1207500973.0,,,
4104,92974,18935.0,Ernest Goes to Camp (1987),Comedy,45.0,1.0,1034344018.0,,,
4105,83907,764.0,"Evil Dead, The (1981)",Fantasy|Horror|Thriller,63.0,3.0,1443200241.0,474.0,zombies,1137374672.0
4109,93036,15658.0,Flowers in the Attic (1987),Drama|Thriller,91.0,3.0,1112717414.0,,,
4110,93044,4918.0,"Fourth Protocol, The (1987)",Thriller,288.0,3.0,1020369846.0,,,
4111,93073,28368.0,Gardens of Stone (1987),Drama|War,479.0,3.0,1039362256.0,,,
4113,93093,52780.0,"Glass Menagerie, The (1987)",Drama,474.0,4.0,983031744.0,474.0,Tennessee Williams,1137192025.0
4115,93186,26156.0,Hiding Out (1987),Comedy,414.0,2.0,991145077.0,,,
4116,93200,34101.0,Hollywood Shuffle (1987),Comedy,275.0,5.0,1049076933.0,,,
4117,93209,32054.0,Hope and Glory (1987),Drama,312.0,4.0,1043177108.0,474.0,In Netflix queue,1137200919.0
4121,93260,2614.0,Innerspace (1987),Action|Adventure|Comedy|Sci-Fi,4.0,4.0,986934901.0,,,
4123,93278,12704.0,Ishtar (1987),Comedy,414.0,2.0,991145003.0,,,
4124,93300,580.0,Jaws: The Revenge (1987),Horror|Thriller,68.0,2.0,1240093181.0,,,
4125,93405,24828.0,Leonard Part 6 (1987),Comedy|Sci-Fi,414.0,1.0,991145383.0,,,
4126,93407,13703.0,Less Than Zero (1987),Drama,95.0,4.0,1043339544.0,,,
4127,93418,36914.0,"Like Father, Like Son (1987)",Comedy,307.0,1.5,1186259286.0,,,
4128,93437,1547.0,"Lost Boys, The (1987)",Comedy|Horror|Thriller,64.0,5.0,1161559899.0,,,
4129,93467,42010.0,Made in Heaven (1987),Fantasy|Romance,474.0,1.0,1047055270.0,,,
4130,93476,2608.0,Maid to Order (1987),Comedy|Fantasy,113.0,2.0,980087663.0,,,
4131,93477,32058.0,Making Mr. Right (1987),Comedy|Romance|Sci-Fi,9.0,1.0,1044657221.0,,,
4132,93493,10019.0,Mannequin (1987),Comedy|Romance,42.0,3.0,996260241.0,,,
4133,93507,11649.0,Masters of the Universe (1987),Action|Adventure|Fantasy|Sci-Fi,182.0,3.5,1055150627.0,,,
4135,93560,13509.0,"Monster Squad, The (1987)",Adventure|Comedy|Horror,562.0,5.0,1368896069.0,,,
4138,93589,51521.0,My Demon Lover (1987),Comedy|Horror,414.0,1.0,991144975.0,474.0,demons,1137373794.0
4139,93638,34379.0,No Man's Land (1987),Crime|Drama,414.0,3.0,1045422649.0,,,
4141,192111,24940.0,Head Over Heels (2001),Comedy|Romance,68.0,3.0,1275958202.0,,,
4142,190524,37302.0,Left Behind: The Movie (2000),Action|Adventure|Drama|Thriller,169.0,3.5,1059494385.0,,,
4143,242998,10984.0,Valentine (2001),Horror|Mystery,274.0,3.5,1197190338.0,,,
4144,118694,843.0,In the Mood For Love (Fa yeung nin wa) (2000),Drama|Romance,4.0,3.0,986848685.0,567.0,atmospheric,1525283524.0
4146,120753,318.0,"Million Dollar Hotel, The (2001)",Drama|Mystery|Romance,182.0,4.0,1075765191.0,,,
4147,250478,12806.0,Nico and Dani (Krámpack) (2000),Comedy|Drama|Romance,414.0,4.0,1014733411.0,,,
4148,212985,9740.0,Hannibal (2001),Horror|Thriller,13.0,4.0,987895720.0,,,
4149,239948,10878.0,Saving Silverman (Evil Woman) (2001),Comedy|Romance,66.0,4.0,1113190565.0,,,
4152,190861,7093.0,Vatel (2000),Drama,182.0,4.0,1075765257.0,,,
4153,231775,16300.0,Down to Earth (2001),Comedy|Fantasy|Romance,42.0,3.0,996216406.0,,,
4154,265632,19405.0,Recess: School's Out (2001),Animation|Children,20.0,4.0,1054037824.0,,,
4155,230838,1921.0,Sweet November (2001),Drama|Romance,42.0,3.0,996216820.0,,,
4156,177650,44412.0,Company Man (2000),Comedy,448.0,2.0,1063909113.0,,,
4157,249893,21620.0,"Price of Milk, The (2000)",Comedy|Drama|Fantasy|Romance,182.0,4.5,1063282219.0,,,
4158,166276,23685.0,Monkeybone (2001),Animation|Comedy|Fantasy,66.0,4.0,1113190556.0,,,
4159,233142,12138.0,3000 Miles to Graceland (2001),Action|Thriller,108.0,2.0,1042840682.0,,,
4160,191636,48217.0,"Widow of St. Pierre, The (Veuve de Saint-Pierre, La) (2000)",Drama|Romance,182.0,4.0,1069633978.0,474.0,death penalty,1137205651.0
4161,236493,6073.0,"Mexican, The (2001)",Action|Comedy,20.0,3.5,1054147312.0,,,
4164,182000,25208.0,"Caveman's Valentine, The (2001)",Drama,474.0,4.0,1002757130.0,474.0,homeless,1138032589.0
4166,251031,19513.0,Series 7: The Contenders (2001),Action|Drama,4.0,3.0,986848700.0,474.0,reality TV,1137374777.0
4167,179626,2749.0,15 Minutes (2001),Thriller,140.0,3.0,1014225063.0,,,
4168,192071,10050.0,Get Over It (2001),Comedy|Romance,132.0,2.0,1157992619.0,,,
4171,236447,95682.0,Long Night's Journey Into Day (2000),Documentary,474.0,4.0,1106575103.0,474.0,Eugene O'Neill,1137192041.0
4174,99073,2302.0,Avalon (1990),Drama,198.0,3.0,1034136139.0,474.0,In Netflix queue,1137200882.0
4175,116447,32686.0,Gray's Anatomy (1996),Comedy|Drama,410.0,4.0,990728445.0,,,
4178,31742,51802.0,Of Mice and Men (1939),Drama,182.0,4.0,1054781853.0,,,
4180,91836,29492.0,Reform School Girls (1986),Action|Drama,313.0,5.0,1030556287.0,,,
4181,96223,25447.0,Tapeheads (1988),Comedy,307.0,2.0,1186260144.0,,,
4184,39190,19490.0,"Bishop's Wife, The (1947)",Comedy|Drama|Romance,474.0,4.0,1124306259.0,474.0,Christmas,1138032577.0
4187,57251,38805.0,Lilies of the Field (1963),Drama,140.0,4.0,1055092250.0,,,
4189,59245,2428.0,"Greatest Story Ever Told, The (1965)",Drama,474.0,2.5,1082256503.0,474.0,Bible,1137375121.0
4190,53793,22013.0,Elmer Gantry (1960),Drama,422.0,4.0,986172401.0,474.0,preacher,1137520919.0
4191,60086,15598.0,Alfie (1966),Comedy|Drama|Romance,387.0,4.0,1127020134.0,474.0,sexuality,1138032573.0
4193,113026,62127.0,"Fantasticks, The (1995)",Musical,169.0,4.0,1059427762.0,,,
4194,37800,56137.0,I Know Where I'm Going! (1945),Drama|Romance|War,,,,474.0,In Netflix queue,1137201575.0
4195,66740,17965.0,"Abominable Dr. Phibes, The (1971)",Horror|Mystery,345.0,3.0,1342827619.0,,,
4197,79781,33250.0,Real Life (1979),Comedy,599.0,3.0,1498526542.0,,,
4198,80421,14460.0,Battle Beyond the Stars (1980),Sci-Fi,448.0,3.0,1019226921.0,,,
4200,101764,9594.0,Double Impact (1991),Action,594.0,4.5,1108975243.0,,,
4202,68617,4986.0,Fuzz (1972),Drama,514.0,3.0,1533871551.0,,,
4203,102005,2453.0,Harley Davidson and the Marlboro Man (1991),Action|Crime|Drama,66.0,4.0,1113189077.0,,,
4204,85868,33676.0,Losin' It (1983),Comedy,474.0,1.0,988580411.0,474.0,virginity,1137373770.0
4205,100140,4587.0,Mermaids (1990),Comedy|Drama|Romance,156.0,3.5,1106854177.0,,,
4207,100232,12773.0,Navy Seals (1990),Action|Adventure|War,42.0,3.0,996256279.0,,,
4210,91474,11454.0,Manhunter (1986),Action|Crime|Drama|Horror|Thriller,313.0,4.0,1030476305.0,474.0,Hannibal Lecter,1139059882.0
4211,100486,38718.0,Reversal of Fortune (1990),Drama,28.0,2.0,1235976182.0,474.0,von Bulow,1137192103.0
4212,77413,4192.0,Death on the Nile (1978),Crime|Mystery,448.0,3.0,1019132407.0,,,
4214,88000,14052.0,Revenge of the Nerds (1984),Comedy,91.0,2.0,1112716990.0,474.0,college,1137374771.0
4215,93857,16889.0,Revenge of the Nerds II: Nerds in Paradise (1987),Comedy,51.0,3.5,1230930980.0,,,
4217,118540,26580.0,4 Little Girls (1997),Documentary,253.0,4.5,1286645108.0,,,
4218,91860,21309.0,River's Edge (1986),Crime|Drama,474.0,3.5,1165540071.0,474.0,In Netflix queue,1137202093.0
4219,89208,16263.0,Girls Just Want to Have Fun (1985),Comedy,220.0,3.0,1230327809.0,,,
4220,71771,4985.0,"Longest Yard, The (1974)",Comedy,36.0,2.0,1100803825.0,,,
4221,102517,20704.0,Necessary Roughness (1991),Comedy,414.0,3.0,986219470.0,474.0,football,1137374725.0
4223,215750,853.0,Enemy at the Gates (2001),Drama|War,7.0,2.0,1106635742.0,62.0,Ed Harris,1528024869.0
4224,242445,10877.0,Exit Wounds (2001),Action|Thriller,274.0,2.5,1172026566.0,,,
4225,205873,5257.0,"Dish, The (2001)",Comedy,140.0,5.0,999601633.0,,,
4226,209144,77.0,Memento (2000),Mystery|Thriller,4.0,2.0,1007569424.0,184.0,dark,1537094453.0
4228,125022,10833.0,Heartbreakers (2001),Comedy|Crime|Romance,111.0,2.5,1516151595.0,,,
4229,239949,20309.0,Say It Isn't So (2001),Comedy|Romance,226.0,1.0,1095695395.0,,,
4231,244970,12658.0,Someone Like You (2001),Comedy|Romance,66.0,3.5,1113190589.0,,,
4232,227538,10054.0,Spy Kids (2001),Action|Adventure|Children|Comedy,20.0,0.5,1054037511.0,474.0,spying,1138032824.0
4233,246989,10646.0,Tomcats (2001),Comedy,226.0,0.5,1114843193.0,,,
4234,236784,2575.0,"Tailor of Panama, The (2001)",Drama|Thriller,140.0,3.0,1012505945.0,,,
4235,245712,55.0,Amores Perros (Love's a Bitch) (2000),Drama|Thriller,23.0,4.0,1107164493.0,,,
4236,206187,65075.0,Keep the River on Your Right: A Modern Cannibal Tale (2000),Documentary,462.0,3.5,1201445899.0,,,
4237,247380,44379.0,"Gleaners & I, The (Les glaneurs et la glaneuse) (2000)",Documentary,391.0,4.0,1030824732.0,,,
4238,164334,2043.0,Along Came a Spider (2001),Action|Crime|Mystery|Thriller,28.0,2.5,1242290762.0,,,
4239,221027,4133.0,Blow (2001),Crime|Drama,4.0,5.0,986848685.0,,,
4240,189192,56715.0,Just Visiting (2001),Comedy|Fantasy,599.0,2.0,1519371214.0,,,
4241,266860,10991.0,Pokémon 3: The Movie (2001),Animation|Children,51.0,0.5,1231041335.0,,,
4242,221889,15940.0,Beautiful Creatures (2000),Comedy|Crime|Drama|Thriller,414.0,2.0,1005067087.0,,,
4243,268200,26791.0,Brigham City (2001),Crime|Drama|Mystery,140.0,4.0,1034362649.0,,,
4246,243155,634.0,Bridget Jones's Diary (2001),Comedy|Drama|Romance,4.0,4.0,1007574542.0,474.0,singletons,1137205374.0
4247,245686,10956.0,Joe Dirt (2001),Adventure|Comedy|Mystery|Romance,111.0,3.0,1516141686.0,,,
4248,236348,19366.0,Josie and the Pussycats (2001),Comedy,274.0,1.0,1171932678.0,,,
4251,221073,9519.0,Chopper (2000),Drama|Thriller,28.0,2.0,1237619121.0,,,
4252,255094,13898.0,"Circle, The (Dayereh) (2000)",Drama,4.0,3.0,1007569465.0,,,
4254,231402,9290.0,Crocodile Dundee in Los Angeles (2001),Comedy|Drama,91.0,2.0,1112716988.0,,,
4255,240515,13166.0,Freddy Got Fingered (2001),Comedy,51.0,4.0,1230930967.0,,,
4256,240402,32590.0,"Center of the World, The (2001)",Drama,318.0,5.0,1419765526.0,,,
4259,211492,52654.0,"Luzhin Defence, The (2000)",Drama|Romance,140.0,4.0,1021302558.0,474.0,Nabokov,1137192047.0
4260,199129,70282.0,"Visit, The (2000)",Drama,4.0,2.0,1007569424.0,,,
4262,86250,111.0,Scarface (1983),Action|Crime|Drama,18.0,4.0,1456772015.0,424.0,Al Pacino,1457900965.0
4263,55895,32488.0,Days of Wine and Roses (1962),Drama,325.0,4.0,1039399618.0,474.0,alcoholism,1138032622.0
4265,132245,10477.0,Driven (2001),Action|Thriller,140.0,2.0,1005326490.0,,,
4267,203755,2144.0,One Night at McCool's (2001),Comedy,51.0,4.5,1230930972.0,,,
4268,141907,24113.0,Town & Country (2001),Comedy,410.0,3.0,990728072.0,,,
4270,209163,1734.0,"Mummy Returns, The (2001)",Action|Adventure|Comedy|Thriller,20.0,0.5,1054147293.0,,,
4273,240913,4973.0,Under the Sand (2000),Drama,4.0,4.0,1007574470.0,,,
4275,85811,849.0,Krull (1983),Action|Adventure|Fantasy|Sci-Fi,182.0,2.0,1055150964.0,,,
4276,89504,27223.0,Lost in America (1985),Comedy,384.0,1.0,994038747.0,,,
4278,25913,39266.0,Triumph of the Will (Triumph des Willens) (1934),Documentary,387.0,3.5,1094877469.0,,,
4280,84917,11307.0,"World According to Garp, The (1982)",Comedy|Drama|Romance,42.0,4.0,996258536.0,,,
4282,64940,11163.0,Fellini Satyricon (1969),Drama|Fantasy,50.0,3.5,1534178840.0,,,
4284,60429,18691.0,Frankie and Johnny (1966),Comedy,531.0,3.0,1032961647.0,,,
4285,101912,3784.0,Frankie and Johnny (1991),Comedy|Romance,275.0,2.0,1049076725.0,,,
4289,80539,11936.0,"City of Women, The (Città delle donne, La) (1980)",Comedy|Drama,387.0,3.5,1117354832.0,,,
4290,101902,25221.0,For the Boys (1991),Comedy|Drama|Musical,414.0,2.0,992878662.0,,,
4291,80319,19494.0,Nine to Five (a.k.a. 9 to 5) (1980),Comedy|Crime,51.0,2.0,1230930955.0,,,
4292,79638,40842.0,Norma Rae (1979),Drama,474.0,4.0,1136942681.0,474.0,Union,1137192082.0
4293,90098,19357.0,Summer Rental (1985),Comedy,42.0,4.0,996260044.0,,,
4294,45464,33743.0,"5,000 Fingers of Dr. T, The (1953)",Children|Fantasy|Musical,325.0,3.0,1039397243.0,,,
4296,66011,9062.0,Love Story (1970),Drama|Romance,474.0,2.0,1092833416.0,474.0,death,1137374704.0
4297,93713,11174.0,Pelle the Conqueror (Pelle erobreren) (1987),Drama,346.0,3.5,1094646445.0,,,
4298,48021,934.0,Rififi (Du rififi chez les hommes) (1955),Crime|Film-Noir|Thriller,387.0,4.5,1117430622.0,,,
4299,183790,9476.0,"Knight's Tale, A (2001)",Action|Comedy|Romance,20.0,3.5,1054147230.0,,,
4300,212826,37691.0,Bread and Roses (2000),Drama,89.0,4.0,1520408997.0,,,
4304,256408,14268.0,Startup.com (2001),Documentary,91.0,4.0,1112717002.0,,,
4305,225071,5852.0,Angel Eyes (2001),Romance|Thriller,182.0,2.0,1055153710.0,,,
4306,126029,808.0,Shrek (2001),Adventure|Animation|Children|Comedy|Fantasy|Romance,7.0,4.0,1106635524.0,474.0,fairy tales,1137205586.0
4307,206742,49453.0,"Fast Food, Fast Women (2000)",Comedy|Romance,182.0,4.5,1055156111.0,,,
4308,203009,824.0,Moulin Rouge (2001),Drama|Musical|Romance,4.0,1.0,1007569465.0,,,
4310,213149,676.0,Pearl Harbor (2001),Action|Drama|Romance|War,7.0,0.5,1107127033.0,,,
4312,210727,26813.0,Himalaya (Himalaya - l'enfance d'un chef) (1999),Adventure|Drama,414.0,4.0,1005066939.0,474.0,In Netflix queue,1137202173.0
4313,206917,29572.0,"Man Who Cried, The (2000)",Drama,182.0,3.5,1075765294.0,,,
4316,77716,50541.0,Ice Castles (1978),Drama,91.0,1.5,1112717380.0,474.0,figure skating,1137375157.0
4317,102343,26255.0,Love Potion #9 (1992),Comedy|Romance,42.0,3.0,996216438.0,,,
4321,101587,1406.0,City Slickers (1991),Comedy|Western,42.0,5.0,996214645.0,,,
4322,95082,13554.0,Eight Men Out (1988),Drama,42.0,4.0,996258299.0,,,
4323,52902,17664.0,"Horse Soldiers, The (1959)",Adventure|War|Western,384.0,4.0,994038152.0,,,
4325,54130,41050.0,"Night, The (Notte, La) (1960)",Drama,105.0,4.0,1448196310.0,,,
4326,95647,1632.0,Mississippi Burning (1988),Crime|Drama|Thriller,68.0,3.5,1158535704.0,474.0,race,1137375204.0
4327,54047,966.0,"Magnificent Seven, The (1960)",Adventure|Western,18.0,4.0,1455735349.0,,,
4329,53221,301.0,Rio Bravo (1959),Western,238.0,4.0,1007931786.0,,,
4333,94142,11896.0,Throw Momma from the Train (1987),Comedy|Crime,42.0,1.0,996216379.0,474.0,Strangers on a Train,1138032832.0
4334,244316,25538.0,Yi Yi (2000),Drama,275.0,5.0,1049077375.0,,,
4337,60934,5923.0,"Sand Pebbles, The (1966)",Drama|Romance|War,140.0,4.0,993208295.0,,,
4338,41996,15497.0,Twelve O'Clock High (1949),Drama|War,221.0,4.5,1119984638.0,,,
4339,59885,21876.0,Von Ryan's Express (1965),Action|Adventure|Drama|War,140.0,4.0,993208220.0,,,
4340,255798,11090.0,"Animal, The (2001)",Comedy,51.0,2.5,1230930946.0,,,
4342,212815,21056.0,Big Eden (2000),Drama|Romance,596.0,4.5,1535828760.0,,,
4343,251075,9397.0,Evolution (2001),Comedy|Sci-Fi,28.0,2.5,1277002280.0,573.0,really bad,1186589079.0
4344,244244,9705.0,Swordfish (2001),Action|Crime|Drama,20.0,3.5,1054147210.0,,,
4345,254099,26475.0,"Anniversary Party, The (2001)",Drama,275.0,5.0,1049077696.0,,,
4347,234288,29937.0,Divided We Fall (Musíme si pomáhat) (2000),Comedy|Drama,4.0,4.0,1007569586.0,474.0,Holocaust,1138032626.0
4349,65528,10364.0,Catch-22 (1970),Comedy|War,42.0,4.0,996216316.0,,,
4350,116344,32458.0,Forgotten Silver (1996),Comedy|Documentary,182.0,4.0,1058621750.0,,,
4351,102685,1089.0,Point Break (1991),Action|Crime|Thriller,42.0,5.0,996214779.0,,,
4353,86508,9967.0,Uncommon Valor (1983),Action|War,414.0,3.0,991144870.0,,,
4354,105699,17494.0,Unlawful Entry (1992),Crime|Thriller,357.0,2.5,1348610074.0,,,
4355,92272,17465.0,Youngblood (1986),Action|Drama,384.0,2.0,994038887.0,,,
4356,45810,759.0,Gentlemen Prefer Blondes (1953),Comedy|Musical|Romance,68.0,3.5,1158534278.0,474.0,In Netflix queue,1137201794.0
4357,45891,10297.0,How to Marry a Millionaire (1953),Comedy|Drama|Romance,606.0,4.5,1171327795.0,,,
4359,48605,10653.0,"Seven Year Itch, The (1955)",Comedy,42.0,4.0,996216210.0,474.0,adultery,1138032800.0
4361,84805,9576.0,Tootsie (1982),Comedy|Romance,42.0,3.0,996216063.0,474.0,men in drag,1138032838.0
4366,230011,10865.0,Atlantis: The Lost Empire (2001),Adventure|Animation|Children|Fantasy,20.0,1.5,1054038539.0,,,
4367,146316,1995.0,Lara Croft: Tomb Raider (2001),Action|Adventure,20.0,0.5,1054147289.0,,,
4368,240462,10808.0,Dr. Dolittle 2 (2001),Comedy,140.0,2.0,1010775581.0,,,
4369,232500,9799.0,"Fast and the Furious, The (2001)",Action|Crime|Thriller,20.0,2.0,1054037557.0,,,
4370,212720,644.0,A.I. Artificial Intelligence (2001),Adventure|Drama|Sci-Fi,7.0,4.5,1106712869.0,357.0,android(s)/cyborg(s),1348628642.0
4371,255819,16161.0,Baby Boy (2001),Crime|Drama,307.0,0.5,1186085569.0,,,
4372,250224,10691.0,Crazy/Beautiful (2001),Drama|Romance,68.0,3.0,1267239195.0,,,
4373,258038,10615.0,Pootie Tang (2001),Comedy,169.0,4.5,1059428960.0,,,
4374,212517,47596.0,Let It Snow (1999),Comedy|Romance,594.0,4.5,1108976091.0,,,
4378,203119,11826.0,Sexy Beast (2000),Crime|Drama,20.0,3.5,1054037158.0,,,
4380,203632,9301.0,"Princess and the Warrior, The (Krieger und die Kaiserin, Der) (2000)",Drama|Romance,64.0,5.0,1161531072.0,474.0,accident,1138032770.0
4381,243493,11444.0,"Closet, The (Placard, Le) (2001)",Comedy,4.0,3.0,1007574509.0,,,
4383,228786,60670.0,"Crimson Rivers, The (Rivières pourpres, Les) (2000)",Crime|Drama|Mystery|Thriller,18.0,4.0,1486846015.0,,,
4384,246765,55551.0,Lumumba (2000),Drama,275.0,3.0,1049077528.0,,,
4386,239395,10992.0,Cats & Dogs (2001),Children|Comedy,82.0,2.5,1084466457.0,,,
4387,271027,2140.0,Kiss of the Dragon (2001),Action,68.0,3.5,1275957656.0,,,
4388,257106,4248.0,Scary Movie 2 (2001),Comedy,68.0,2.0,1261624024.0,,,
4389,245238,17612.0,Lost and Delirious (2001),Drama,182.0,5.0,1055157647.0,,,
4390,249380,3134.0,Rape Me (Baise-moi) (2000),Crime|Drama|Thriller,387.0,3.0,1154579400.0,,,
4392,99012,8217.0,Alice (1990),Comedy|Drama|Fantasy|Romance,387.0,3.5,1182666234.0,,,
4393,94663,22478.0,Another Woman (1988),Drama,387.0,4.5,1193462706.0,,,
4394,58953,26483.0,Beach Blanket Bingo (1965),Comedy|Musical,599.0,1.5,1519331093.0,,,
4395,52216,24382.0,Big Deal on Madonna Street (I Soliti Ignoti) (1958),Comedy|Crime,606.0,4.0,1171361451.0,,,
4396,82136,11286.0,"Cannonball Run, The (1981)",Action|Comedy,42.0,4.0,996259528.0,474.0,race,1137373684.0
4397,87032,11950.0,Cannonball Run II (1984),Action|Comedy,448.0,3.0,1019125022.0,,,
4399,58249,36245.0,"Diary of a Chambermaid (Journal d'une femme de chambre, Le) (1964)",Comedy|Drama,50.0,3.5,1533302147.0,,,
4402,59124,26573.0,Dr. Goldfoot and the Bikini Machine (1965),Comedy,441.0,5.0,1449070618.0,,,
4403,53925,23439.0,"Fall of the House of Usher, The (House of Usher) (1960)",Horror,307.0,3.0,1186260278.0,,,
4404,16847,10728.0,Faust (1926),Drama|Fantasy|Horror,346.0,4.0,1125857453.0,474.0,In Netflix queue,1137200537.0
4406,56217,11697.0,"Man Who Shot Liberty Valance, The (1962)",Crime|Drama|Western,168.0,5.0,1306802534.0,,,
4407,91886,6106.0,Salvador (1986),Drama|Thriller|War,182.0,4.5,1076826019.0,,,
4408,93940,22477.0,September (1987),Drama,387.0,3.5,1194763571.0,,,
4409,105378,19200.0,Shadows and Fog (1991),Comedy|Drama|Mystery|Thriller,387.0,3.5,1152084600.0,,,
4410,91983,11300.0,Something Wild (1986),Comedy|Crime|Drama,479.0,4.0,1039362642.0,,,
4412,69372,28650.0,"Thing with Two Heads, The (1972)",Comedy|Horror|Sci-Fi,288.0,1.0,1050511161.0,,,
4419,47811,43316.0,All That Heaven Allows (1955),Drama|Romance,345.0,4.5,1342828595.0,,,
4420,46754,34689.0,"Barefoot Contessa, The (1954)",Drama,603.0,3.0,1000194556.0,,,
4422,69467,10238.0,Cries and Whispers (Viskningar och rop) (1972),Drama,346.0,4.0,1125859116.0,,,
4424,65777,4789.0,"Garden of the Finzi-Continis, The (Giardino dei Finzi-Contini, Il) (1970)",Drama,597.0,3.0,941640463.0,,,
4426,48261,18030.0,Kiss Me Deadly (1955),Film-Noir,387.0,3.0,1152433944.0,,,
4427,63227,18988.0,"Lion in Winter, The (1968)",Drama,74.0,3.5,1207501692.0,,,
4428,55184,11536.0,"Misfits, The (1961)",Comedy|Drama|Romance|Western,603.0,4.0,1000194402.0,,,
4429,49513,10339.0,Moby Dick (1956),Drama,387.0,4.0,1094941224.0,,,
4432,51036,976.0,Sweet Smell of Success (1957),Drama|Film-Noir,309.0,4.0,1172334543.0,,,
4433,49966,69605.0,Written on the Wind (1956),Drama,474.0,3.5,1059056973.0,,,
4434,59095,65632.0,"10th Victim, The (La decima vittima) (1965)",Action|Comedy|Sci-Fi|Thriller,377.0,4.0,1340342196.0,,,
4436,74991,4780.0,Obsession (1976),Mystery|Thriller,603.0,3.0,1000194455.0,,,
